|purchaseorderid|vendorid|employeeid|subtotal  |
|3,636          |1,530   |261       |28,072.275 |
|3,637          |1,508   |251       |37,312.275 |
|3,638          |1,694   |253       |7,623      |
|3,639          |1,624   |255       |28,297.5   |
|3,640          |1,548   |256       |59.9445    |
|3,641          |1,598   |259       |222.0435   |
|3,642          |1,658   |260       |43,878.45  |
|3,643          |1,536   |258       |345.555    |
|3,644          |1,568   |254       |15,153.6   |
|3,645          |1,648   |257       |142.4115   |
|3,646          |1,646   |261       |48,030.675 |
|3,647          |1,672   |251       |823.41     |
|3,648          |1,600   |253       |1,276.275  |
|3,649          |1,522   |255       |2,003.925  |
|3,650          |1,570   |256       |50,860.425 |
|3,651          |1,516   |252       |454.86     |
|3,652          |1,506   |260       |43,878.45  |
|3,653          |1,626   |258       |7,132.125  |
|3,654          |1,542   |254       |28,343.7   |
|3,655          |1,610   |257       |22,516.725 |
|3,656          |1,638   |261       |34,644.225 |
|3,657          |1,582   |250       |364.9275   |
|3,658          |1,510   |253       |143.0415   |
|3,659          |1,526   |255       |28,199.325 |
|3,660          |1,644   |256       |3,713.325  |
|3,661          |1,680   |259       |19,952.625 |
|3,662          |1,584   |260       |6,540.66   |
|3,663          |1,620   |258       |5,711.475  |
|3,664          |1,666   |254       |279.783    |
|3,665          |1,592   |252       |97.965     |
|3,666          |1,618   |261       |114.471    |
|3,667          |1,612   |251       |132.6465   |
|3,668          |1,586   |253       |43,878.45  |
|3,669          |1,500   |255       |418.95     |
|3,670          |1,656   |256       |404.145    |
|3,671          |1,572   |259       |461.79     |
|3,672          |1,562   |260       |247.2435   |
|3,673          |1,662   |258       |37.0755    |
|3,674          |1,682   |254       |21,558.075 |
|3,675          |1,686   |257       |533.547    |
|3,676          |1,684   |261       |86,220.75  |
|3,677          |1,534   |251       |776.79     |
|3,678          |1,614   |253       |136.647    |
|3,679          |1,588   |255       |40,471.2   |
|3,680          |1,622   |256       |427.455    |
|3,681          |1,632   |259       |23,671.725 |
|3,682          |1,608   |260       |5,948.25   |
|3,683          |1,576   |258       |91,117.95  |
|3,684          |1,590   |254       |525        |
|3,685          |1,514   |257       |2,003.6835 |
|3,686          |1,498   |261       |26,455.275 |
|3,687          |1,674   |251       |944.37     |
|3,688          |1,652   |253       |51,588.075 |
|3,689          |1,578   |252       |62,843.55  |
|3,690          |1,538   |256       |37,843.575 |
|3,691          |1,556   |259       |25,531.275 |
|3,692          |1,554   |260       |272.7585   |
|3,693          |1,688   |258       |125.748    |
|3,694          |1,580   |254       |150.7905   |
|3,695          |1,496   |257       |111.5415   |
|3,696          |1,494   |261       |8,847.3    |
|3,697          |1,650   |251       |171.0765   |
|3,698          |1,654   |253       |20,397.3   |
|3,699          |1,664   |255       |14,628.075 |
|3,700          |1,678   |252       |58,685.55  |
|3,701          |1,616   |259       |500.5665   |
|3,702          |1,492   |260       |272.7585   |
|3,703          |1,602   |258       |1,525.23   |
|3,704          |1,540   |250       |260.1585   |
|3,705          |1,628   |257       |34,644.225 |
|3,706          |1,604   |261       |1,839.5055 |
|3,707          |1,690   |251       |146.286    |
|3,708          |1,566   |253       |102.564    |
|3,709          |1,698   |255       |150.7905   |
|3,710          |1,560   |256       |13,669.425 |
|3,711          |1,692   |259       |9,948.33   |
|3,712          |1,696   |260       |34,118.7   |
|3,713          |1,504   |258       |551.88     |
|3,714          |1,544   |254       |3,811.5    |
|3,715          |1,530   |257       |28,072.275 |
|3,716          |1,508   |261       |37,312.275 |
|3,717          |1,694   |251       |7,623      |
|3,718          |1,624   |253       |28,297.5   |
|3,719          |1,548   |255       |59.9445    |
|3,720          |1,598   |256       |370.755    |
|3,721          |1,658   |259       |43,878.45  |
|3,722          |1,536   |250       |272.1285   |
|3,723          |1,568   |258       |21,252     |
|3,724          |1,648   |254       |142.4115   |
|3,725          |1,646   |257       |48,030.675 |
|3,726          |1,672   |261       |50,983.9365|
|3,727          |1,600   |251       |1,276.275  |
|3,728          |1,522   |253       |2,003.925  |
|3,729          |1,570   |255       |50,860.425 |
|3,730          |1,516   |256       |454.86     |
|3,731          |1,506   |259       |43,878.45  |
|3,732          |1,626   |260       |7,132.125  |
|3,733          |1,542   |250       |28,343.7   |
|3,734          |1,610   |254       |22,516.725 |
|3,735          |1,638   |257       |34,644.225 |
|3,736          |1,582   |261       |564.1965   |
|3,737          |1,510   |251       |143.0415   |
|3,738          |1,526   |253       |28,199.325 |
|3,739          |1,644   |255       |3,713.325  |
|3,740          |1,680   |256       |63,831.075 |
|3,741          |1,584   |259       |9,799.65   |
|3,742          |1,620   |260       |5,711.475  |
|3,743          |1,666   |258       |416.745    |
|3,744          |1,592   |254       |97.965     |
|3,745          |1,618   |257       |114.471    |
|3,746          |1,612   |261       |132.6465   |
|3,747          |1,586   |251       |43,878.45  |
|3,748          |1,500   |253       |418.95     |
|3,749          |1,656   |255       |633.7485   |
|3,750          |1,572   |256       |461.79     |
|3,751          |1,562   |252       |475.209    |
|3,752          |1,662   |260       |37.0755    |
|3,753          |1,682   |258       |21,558.075 |
|3,754          |1,686   |254       |259.8435   |
|3,755          |1,684   |257       |86,220.75  |
|3,756          |1,534   |261       |484.407    |
|3,757          |1,614   |250       |837.9      |
|3,758          |1,588   |253       |40,471.2   |
|3,759          |1,622   |255       |661.878    |
|3,760          |1,632   |256       |62,092.8   |
|3,761          |1,608   |259       |5,948.25   |
|3,762          |1,576   |260       |91,117.95  |
|3,763          |1,590   |258       |525        |
|3,764          |1,514   |254       |281.8935   |
|3,765          |1,498   |252       |26,455.275 |
|3,766          |1,674   |261       |944.37     |
|3,767          |1,652   |251       |51,588.075 |
|3,768          |1,578   |253       |62,843.55  |
|3,769          |1,538   |255       |37,843.575 |
|3,770          |1,556   |256       |25,531.275 |
|3,771          |1,554   |259       |501.1965   |
|3,772          |1,688   |260       |125.748    |
|3,773          |1,580   |258       |150.7905   |
|3,774          |1,496   |254       |279.783    |
|3,775          |1,494   |257       |8,847.3    |
|3,776          |1,650   |261       |171.0765   |
|3,777          |1,654   |251       |20,397.3   |
|3,778          |1,664   |253       |14,628.075 |
|3,779          |1,678   |255       |58,685.55  |
|3,780          |1,616   |256       |358.155    |
|3,781          |1,492   |259       |501.1965   |
|3,782          |1,602   |260       |270.8055   |
|3,783          |1,540   |258       |371.2275   |
|3,784          |1,628   |254       |34,644.225 |
|3,785          |1,604   |257       |1,839.5055 |
|3,786          |1,690   |261       |146.286    |
|3,787          |1,566   |251       |102.564    |
|3,788          |1,698   |253       |150.7905   |
|3,789          |1,560   |252       |13,669.425 |
|3,790          |1,692   |256       |9,637.11   |
|3,791          |1,696   |259       |39,258.45  |
|3,792          |1,504   |260       |551.88     |
|3,793          |1,544   |258       |3,176.25   |
|3,794          |1,530   |254       |28,072.275 |
|3,795          |1,508   |257       |37,312.275 |
|3,796          |1,694   |261       |7,623      |
|3,797          |1,624   |251       |28,297.5   |
|3,798          |1,548   |253       |59.9445    |
|3,799          |1,598   |255       |567.378    |
|3,800          |1,658   |252       |43,878.45  |
|3,801          |1,536   |259       |525.7665   |
|3,802          |1,568   |260       |10,914.75  |
|3,803          |1,648   |258       |142.4115   |
|3,804          |1,646   |250       |28,794.15  |
|3,805          |1,672   |257       |51,807.3465|
|3,806          |1,600   |261       |1,276.275  |
|3,807          |1,522   |251       |2,003.925  |
|3,808          |1,570   |253       |50,860.425 |
|3,809          |1,516   |255       |454.86     |
|3,810          |1,506   |256       |43,878.45  |
|3,811          |1,626   |259       |7,132.125  |
|3,812          |1,542   |260       |28,343.7   |
|3,813          |1,610   |258       |22,516.725 |
|3,814          |1,638   |254       |34,644.225 |
|3,815          |1,582   |257       |1,151.4825 |
|3,816          |1,510   |261       |143.0415   |
|3,817          |1,526   |251       |28,199.325 |
|3,818          |1,644   |253       |3,713.325  |
|3,819          |1,680   |255       |63,831.075 |
|3,820          |1,584   |256       |9,585.45   |
|3,821          |1,620   |259       |5,711.475  |
|3,822          |1,666   |250       |273.7035   |
|3,823          |1,592   |258       |97.965     |
|3,824          |1,618   |254       |114.471    |
|3,825          |1,612   |257       |132.6465   |
|3,826          |1,586   |261       |43,878.45  |
|3,827          |1,500   |251       |418.95     |
|3,828          |1,656   |253       |607.8555   |
|3,829          |1,572   |255       |461.79     |
|3,830          |1,562   |256       |414.918    |
|3,831          |1,662   |259       |37.0755    |
|3,832          |1,682   |260       |21,558.075 |
|3,833          |1,686   |250       |364.455    |
|3,834          |1,684   |254       |41,048.7   |
|3,835          |1,534   |257       |111.5415   |
|3,836          |1,614   |261       |390.6      |
|3,837          |1,588   |251       |40,471.2   |
|3,838          |1,622   |253       |136.332    |
|3,839          |1,632   |255       |62,092.8   |
|3,840          |1,608   |256       |5,948.25   |
|3,841          |1,576   |259       |91,117.95  |
|3,842          |1,590   |260       |525        |
|3,843          |1,514   |258       |1,721.79   |
|3,844          |1,498   |254       |26,455.275 |
|3,845          |1,674   |257       |944.37     |
|3,846          |1,652   |261       |51,588.075 |
|3,847          |1,578   |251       |62,843.55  |
|3,848          |1,538   |253       |37,843.575 |
|3,849          |1,556   |255       |25,531.275 |
|3,850          |1,554   |256       |358.6275   |
|3,851          |1,688   |252       |125.748    |
|3,852          |1,580   |260       |150.7905   |
|3,853          |1,496   |258       |416.745    |
|3,854          |1,494   |254       |8,847.3    |
|3,855          |1,650   |257       |171.0765   |
|3,856          |1,654   |261       |20,397.3   |
|3,857          |1,664   |250       |14,628.075 |
|3,858          |1,678   |253       |58,685.55  |
|3,859          |1,616   |255       |599.4135   |
|3,860          |1,492   |256       |358.6275   |
|3,861          |1,602   |259       |1,525.23   |
|3,862          |1,540   |260       |228.438    |
|3,863          |1,628   |258       |34,644.225 |
|3,864          |1,604   |254       |257.5755   |
|3,865          |1,690   |252       |146.286    |
|3,866          |1,566   |261       |102.564    |
|3,867          |1,698   |251       |150.7905   |
|3,868          |1,560   |253       |13,669.425 |
|3,869          |1,692   |255       |6,756.12   |
|3,870          |1,696   |256       |50,860.425 |
|3,871          |1,504   |259       |551.88     |
|3,872          |1,544   |260       |3,811.5    |
|3,873          |1,530   |258       |28,072.275 |
|3,874          |1,508   |254       |35,394.975 |
|3,875          |1,694   |257       |7,623      |
|3,876          |1,624   |261       |28,297.5   |
|3,877          |1,548   |251       |59.9445    |
|3,878          |1,598   |253       |117.432    |
|3,879          |1,658   |255       |43,878.45  |
|3,880          |1,536   |256       |377.055    |
